precision,recall
0.06683333333333333,1.0
0.06683556118537284,1.0
0.06683778918594573,1.0
0.06684001733506684,1.0
0.06684224563275103,1.0
0.06684447407901317,1.0
0.06684670267386811,1.0
0.06684893141733071,1.0
0.06685116030941585,1.0
0.06685338935013838,1.0
0.06685561853951318,1.0
0.06685784787755511,1.0
0.06686007736427904,1.0
0.06686230699969987,1.0
0.06686453678383246,1.0
0.06686676671669167,1.0
0.06686899679829242,1.0
0.06687122702864957,1.0
0.066873457407778,1.0
0.06687568793569261,1.0
0.06687791861240827,1.0
0.06688014943793989,1.0
0.06688238041230235,1.0
0.06688461153551056,1.0
0.0668868428075794,1.0
0.06688907422852378,1.0
0.06689130579835857,1.0
0.06689353751709873,1.0
0.06689576938475911,1.0
0.06689800140135464,1.0
0.06690023356690024,1.0
0.06690246588141079,1.0
0.06690469834490123,1.0
0.06690693095738647,1.0
0.06690916371888139,1.0
0.06691139662940097,1.0
0.06691362968896009,1.0
0.06691586289757367,1.0
0.06691809625525666,1.0
0.06692032976202396,1.0
0.06692256341789052,1.0
0.06692479722287126,1.0
0.06692703117698111,1.0
0.066929265280235,1.0
0.06693149953264789,1.0
0.06693373393423468,1.0
0.06693596848501035,1.0
0.06693820318498982,1.0
0.06694043803418803,1.0
0.06694267303261994,1.0
0.0669449081803005,1.0
0.06694714347724465,1.0
0.06694937892346735,1.0
0.06695161451898354,1.0
0.06695385026380819,1.0
0.06695608615795626,1.0
0.0669583222014427,1.0
0.06696055839428247,1.0
0.06696279473649056,1.0
0.0669650312280819,1.0
0.06696726786907148,1.0
0.06696950465947427,1.0
0.06697174159930523,1.0
0.06697397868857935,1.0
0.0669762159273116,1.0
0.06697845331551695,1.0
0.0669806908532104,1.0
0.06698292854040691,1.0
0.06698516637712147,1.0
0.06698740436336909,1.0
0.06698964249916471,1.0
0.06699188078452337,1.0
0.06699411921946004,1.0
0.06699635780398971,1.0
0.06699859653812738,1.0
0.06700083542188805,1.0
0.06700307445528672,1.0
0.0670053136383384,1.0
0.06700755297105808,1.0
0.06700979245346078,1.0
0.0670120320855615,1.0
0.06701427186737524,1.0
0.06701651179891704,1.0
0.06701875188020189,1.0
0.06702099211124482,1.0
0.06702323249206084,1.0
0.06702547302266497,1.0
0.06702771370307224,1.0
0.06702995453329767,1.0
0.06703219551335629,1.0
0.06703443664326313,1.0
0.0670366779230332,1.0
0.06703891935268155,1.0
0.06704116093222323,1.0
0.06704340266167325,1.0
0.06704564454104665,1.0
0.06704788657035848,1.0
0.06705012874962378,1.0
0.0670523710788576,1.0
0.06705461355807497,1.0
0.06705685618729097,1.0
0.06705909896652062,1.0
0.06706134189577898,1.0
0.06706358497508111,1.0
0.06706582820444207,1.0
0.0670680715838769,1.0
0.06707031511340068,1.0
0.06707255879302847,1.0
0.06707480262277532,1.0
0.06707704660265632,1.0
0.06707929073268652,1.0
0.067081535012881,1.0
0.06708377944325482,1.0
0.06708602402382306,1.0
0.06708826875460082,1.0
0.06709051363560314,1.0
0.06709275866684514,1.0
0.06709500384834187,1.0
0.06709724918010843,1.0
0.0670994946621599,1.0
0.06710174029451138,1.0
0.06710398607717795,1.0
0.06710623201017471,1.0
0.06710847809351675,1.0
0.06711072432721918,1.0
0.06711297071129707,1.0
0.06711521724576555,1.0
0.0671174639306397,1.0
0.06711971076593465,1.0
0.06712195775166549,1.0
0.06712420488784734,1.0
0.0671264521744953,1.0
0.06712869961162449,1.0
0.06713094719925,1.0
0.067133194937387,1.0
0.06713544282605056,1.0
0.06713769086525583,1.0
0.06713993905501792,1.0
0.06714218739535195,1.0
0.06714443588627307,1.0
0.06714668452779639,1.0
0.06714893331993704,1.0
0.06715118226271016,1.0
0.06715343135613089,1.0
0.06715568060021436,1.0
0.06715792999497572,1.0
0.06716017954043009,1.0
0.06716242923659264,1.0
0.06716467908347849,1.0
0.0671669290811028,1.0
0.06716917922948074,1.0
0.06717142952862742,1.0
0.06717367997855803,1.0
0.0671759305792877,1.0
0.0671781813308316,1.0
0.0671804322332049,1.0
0.06718268328642273,1.0
0.06718493449050028,1.0
0.06718718584545272,1.0
0.06718943735129519,1.0
0.0671916890080429,1.0
0.06719394081571098,1.0
0.06719619277431463,1.0
0.06719844488386902,1.0
0.06720069714438932,1.0
0.06720294955589073,1.0
0.06720520211838842,1.0
0.06720745483189756,1.0
0.06720970769643336,1.0
0.06721196071201099,1.0
0.06721421387864566,1.0
0.06721646719635255,1.0
0.06721872066514684,1.0
0.06722097428504376,1.0
0.06722322805605847,1.0
0.0672254819782062,1.0
0.06722773605150215,1.0
0.06722999027596151,1.0
0.0672322446515995,1.0
0.0672344991784313,1.0
0.06723675385647217,1.0
0.06723900868573728,1.0
0.06724126366624186,1.0
0.06724351879800114,1.0
0.06724577408103032,1.0
0.06724802951534463,1.0
0.06725028510095928,1.0
0.06725254083788951,1.0
0.06725479672615055,1.0
0.06725705276575761,1.0
0.06725930895672592,1.0
0.06726156529907075,1.0
0.0672638217928073,1.0
0.06726607843795082,1.0
0.06726833523451654,1.0
